COMSOL CHECK  |  FORMAT: freq_input 	 freq_out1 	 freq_out2 
376	0.060226+0.020864i	517.9913+0.6163575i
377	0.079357-0.005814i	518.1901+0.6060857i
378	0.038151-0.028621i	518.8624+0.5904872i
379	0.028027-0.032485i	519.5067+0.5751318i
380	0.048097-0.031352i	519.6128+0.5670041i
381	0.040202+0.078241i	520.1984+0.5531229i
382	0.041314-0.024709i	520.7556+0.5399964i
383	0.044214-0.040059i	521.2841+0.5276276i
384	0.025423-0.040503i	521.7838+0.5155006i
385	0.0366+0.063744i	522.2546+0.5041333i
386	0.05174+0.036948i	522.6964+0.4930057i
387	0.054437+0.069639i	523.6342+0.4768594i
388	0.032119-0.019612i	524.0196+0.4672849i
389	0.019994-0.023339i	524.3754+0.4579501i
390	0.044589-0.015283i	525.2334+0.4431568i
391	0.058779+0.065371i	525.532+0.4353854i
392	0.054044-0.041006i	526.3369+0.4216815i
393	0.081254+0.019915i	526.5777+0.4149485i
394	0.046545+0.066728i	527.3289+0.4023354i
395	0.062666-0.044709i	527.5114+0.3966445i
396	0.057227-0.060369i	528.2084+0.3851244i
397	0.052583+0.079274i	528.6717+0.380277i
398	0.039382+0.082849i	529.5258+0.3754572i
399	0.03179+0.078945i	529.8044+0.3769223i
400	0.055594+0.060192i	530.6083+0.3721584i
401	0.048545-0.01235i	531.3881+0.3673747i
402	0.045412+0.057211i	531.5851+0.3697667i
403	0.07887+0.059512i	532.314+0.3656176i
404	0.047548-0.022017i	533.0185+0.3614589i
405	0.10184+0.045409i	533.6983+0.3578576i
406	0.065134-0.006314i	534.3535+0.3542545i
407	0.051796+0.072181i	534.9839+0.350651i
408	0.081808+0.026842i	535.5894+0.3476205i
409	0.060002+0.025316i	536.1699+0.3445971i
410	0.021378+0.098147i	536.7253+0.3421585i
411	0.089579-0.044531i	537.2556+0.3397342i
412	0.047422-0.082116i	537.7605+0.3379066i
413	0.05704-0.0010718i	538.8236+0.3282284i
414	0.056952-0.039864i	539.2801+0.3269104i
415	0.037043-0.029799i	539.711+0.3256197i
416	0.1081-0.023423i	540.7065+0.3167282i
417	0.053418+0.063782i	541.0883+0.3159662i
418	0.048934+0.092552i	542.0391+0.3073816i
419	0.016328-0.030695i	542.3716+0.3077582i
420	0.068471+0.073439i	543.2773+0.2994904i
421	0.060403+0.10116i	544.1614+0.2916286i
422	0.044545+0.063531i	544.4205+0.2930884i
423	0.064592-0.011964i	545.2592+0.2855577i
424	0.10237+0.086711i	546.0761+0.2784413i
425	0.015561-0.025246i	546.8712+0.271743i
426	0.050972-0.068276i	547.0735+0.2736736i
427	0.10272-0.028526i	547.9134+0.2662658i
428	0.019613-0.022268i	548.7321+0.2591266i
429	0.097202-0.015996i	549.5296+0.2522576i
430	0.034454+0.091626i	550.3056+0.2456605i
431	0.074348-0.029554i	551.0603+0.2393367i
432	0.083199-0.011753i	551.7935+0.2332875i
433	0.13595+0.021702i	552.5053+0.2275143i
434	0.02707-0.023851i	553.1955+0.2220181i
435	0.043037+0.064027i	553.8641+0.2168001i
436	0.10067+0.086739i	554.5111+0.2124959i
437	0.055237+0.10186i	555.1363+0.2078392i
438	0.038829+0.12484i	555.7398+0.2034633i
439	0.079099-0.047794i	556.3215+0.2000103i
440	0.12124-0.056495i	557.5251+0.1855645i
441	0.060431+0.082141i	558.0653+0.1825399i
442	0.11857+0.10255i	558.5836+0.1798012i
443	0.053081-0.080101i	559.7303+0.1656555i
444	0.022321-0.030622i	560.2069+0.1639924i
445	0.059028-0.01494i	561.3162+0.151306i
446	0.051867+0.098956i	561.751+0.148758i
447	0.10315+0.039129i	562.8228+0.139514i
448	0.058473+0.14816i	563.2155+0.1347416i
449	0.018917+0.15536i	564.2496+0.1230051i
450	0.069955+0.11098i	564.6003+0.122602i
451	0.03601-0.13043i	565.5968+0.1150058i
452	0.046935-0.1164i	566.5752+0.09939278i
453	0.0343-0.051687i	567.5358+0.08912265i
454	0.0094232-0.013935i	567.8044+0.09071986i
455	0.074234+0.12365i	568.6003+0.08448157i
456	0.10527-0.097176i	569.883+0.06766365i
457	0.064919-0.1216i	570.469+0.06302221i
458	0.13093+0.06266i	571.0347+0.06400496i
459	0.021897-0.025372i	572.2645+0.04300496i
460	0.024701-0.13044i	572.7915+0.04143864i
461	0.013903-0.018234i	573.2978+0.03866443i
462	0.060218-0.095388i	574.4749+0.02716864i
463	0.13836-0.050405i	574.9423+0.02179006i
464	0.10855+0.11034i	576.0847+0.007402534i
465	0.053588-0.045858i	576.5133+0.006323246i
466	0.13186-0.016078i	577.621-0.00401579i
467	0.029828-0.17818i	578.712-0.02289552i
468	0.059197-0.11596i	579.0834-0.02105034i
469	0.032424+0.22693i	580.1399-0.02885804i
470	0.10841-0.094899i	581.1798-0.04528634i
471	0.055478+0.1108i	581.4938-0.04049025i
472	0.16252-0.097497i	582.499-0.05287359i
473	0.22254-0.055403i	583.4877-0.06686172i
474	0.062894-0.14256i	584.46-0.08247411i
475	0.071193-0.13145i	584.6982-0.07621672i
476	0.019633-0.020614i	585.6358-0.08778021i
477	0.049438-0.19007i	586.5571-0.09377051i
478	0.088022+0.091331i	587.4618-0.1086306i
479	0.16894+0.066153i	588.3503-0.1179201i
480	0.24746-0.096206i	589.2225-0.1216011i
481	0.23742-0.10211i	590.0781-0.1342354i
482	0.13175-0.059056i	590.9175-0.1412646i
483	0.10244+0.01907i	591.7405-0.1499911i
484	0.23263-0.0062877i	592.5472-0.1604374i
485	0.19717-0.11785i	593.3376-0.1652446i
486	0.20739-0.14441i	594.1117-0.1717768i
487	0.094166-0.06156i	594.9927-0.1821316i
488	0.20138-0.052178i	595.938-0.1930081i
489	0.12281-0.16596i	596.8724-0.2032153i
490	0.073663+0.12233i	597.7962-0.2052578i
491	0.068813+0.14642i	598.7091-0.2140929i
492	0.23215+0.0022508i	599.6114-0.222247i
493	0.085407+0.16935i	600.5031-0.2297159i
494	0.11913-0.17121i	601.3843-0.2364955i
495	0.091383+0.215i	602.2552-0.2425812i
496	0.12332-0.069577i	603.1157-0.2479685i
497	0.071065-0.27768i	603.966-0.2526525i
498	0.13819-0.0097012i	604.8061-0.2566284i
499	0.067172+0.15247i	605.6361-0.2675863i
500	0.016793+0.25088i	606.4562-0.2701536i
501	0.1779+0.09736i	607.2664-0.2719971i
502	0.2398+0.0073443i	608.0669-0.2731112i
503	0.12926-0.1109i	608.8574-0.281279i
504	0.21447-0.14042i	609.6385-0.2809404i
505	0.21242+0.090347i	610.4102-0.2798549i
506	0.12299-0.18966i	611.9577-0.3030674i
507	0.15138-0.27607i	612.713-0.3004568i
508	0.26837-0.018426i	613.4588-0.3049792i
509	0.20139-0.16069i	614.1956-0.3087773i
510	0.045339-0.19867i	614.9235-0.3038976i
511	0.008576-0.011134i	616.439-0.3231503i
512	0.14758-0.088356i	617.1514-0.3246677i
513	0.10644+0.14814i	617.8552-0.3254335i
514	0.067386-0.20029i	618.5504-0.3254405i
515	0.27468-0.03093i	620.0426-0.3414189i
516	0.22883-0.18896i	620.6521-0.3380094i
517	0.24863-0.01602i	621.2333-0.3398758i
518	0.11997-0.15293i	622.615-0.3538575i
519	0.20292-0.24548i	623.176-0.3537632i
520	0.15063-0.14941i	624.5414-0.3742754i
521	0.21375-0.064905i	625.0824-0.3722974i
522	0.17415-0.051469i	625.6122-0.3733988i
523	0.10795+0.25135i	626.9535-0.3874952i
524	0.25011-0.074059i	627.4639-0.3868167i
525	0.29145-0.16527i	628.7898-0.4077371i
526	0.22772+0.0092857i	629.2811-0.4053653i
527	0.041484+0.1178i	630.5923-0.4166759i
528	0.087956+0.17376i	631.065-0.4126507i
529	0.28683+0.067947i	632.3616-0.4310057i
530	0.2621+0.057042i	632.8159-0.4254214i
531	0.046171+0.33542i	634.0984-0.4426124i
532	0.13773-0.082082i	635.3748-0.4635254i
533	0.28236-0.22203i	635.8037-0.4516477i
534	0.037223-0.020088i	637.0667-0.4715377i
535	0.19096-0.16936i	637.4781-0.4667356i
536	0.13442-0.19188i	638.7282-0.4772227i
537	0.29672+0.028644i	639.9727-0.491573i
538	0.19196-0.18132i	640.36-0.4892744i
539	0.32778-0.002823i	641.5922-0.5028158i
540	0.042853-0.13501i	641.9631-0.4994349i
541	0.10926+0.1139i	643.1834-0.5122619i
542	0.10899-0.052378i	644.3989-0.5205407i
543	0.19982-0.13802i	644.7475-0.5114815i
544	0.17304+0.1067i	645.9516-0.5277977i
