COMSOL CHECK  |  FORMAT: freq_input 	 freq_out1 	 freq_out2 
458.3652	1.8683-0.10527i	462.3652+0.05632172i
458.7156	1.9621+0.12161i	462.7131+0.0565659i
459.0666	1.5235-0.45389i	463.0617+0.05695538i
459.4181	1.2866-0.37351i	463.4291+0.05691442i
459.7701	1.9826-0.30814i	463.7791+0.05724297i
460.1227	2.0308-0.41914i	464.1298+0.05753594i
460.4758	1.644-0.62763i	464.4812+0.05798017i
460.8295	1.3484-0.61805i	464.8515+0.05798384i
461.1837	1.3548-0.13888i	465.2044+0.05817943i
461.5385	1.5428-0.181i	465.558+0.05852089i
461.8938	1.9095-0.25992i	465.9304+0.05860569i
462.2496	1.785-0.26057i	466.2854+0.0588852i
462.606	1.8637-0.034688i	466.6411+0.05931103i
462.963	1.6252-0.13916i	466.9975+0.05951813i
463.3205	1.8416-0.049628i	467.3547+0.05987713i
463.6785	2.0045-0.050583i	467.7308+0.05979126i
464.0371	1.7657-0.37963i	468.0894+0.0600819i
464.3963	1.9573-0.31758i	468.4488+0.06051936i
464.756	1.8008+0.018407i	468.8088+0.06074239i
465.1163	1.7156+0.31034i	469.1696+0.06092853i
465.4771	1.7853-0.043992i	469.5495+0.06103117i
465.8385	2.0199-0.36813i	469.9118+0.06133196i
466.2005	1.5663-0.44752i	470.2748+0.06159574i
466.563	1.662-0.31949i	470.6385+0.06182798i
466.9261	2.0174-0.13858i	471.0031+0.06220758i
467.2897	1.7136+0.04718i	471.3682+0.06237087i
467.6539	1.4272+0.3882i	471.7342+0.06268157i
468.0187	1.7602-0.41861i	472.1009+0.06295487i
468.3841	1.8366-0.32572i	472.487+0.06294658i
468.75	1.8425+0.10463i	472.8553+0.06333478i
469.1165	2.1628-0.36639i	473.2243+0.06349973i
469.4836	1.9371+0.025304i	473.5941+0.06381257i
469.8512	1.8057-0.3492i	473.9646+0.06409324i
470.2194	2.155-0.34511i	474.3358+0.06433593i
470.5882	1.8058-0.075536i	474.7079+0.06454047i
470.9576	1.6142-0.31565i	475.0807+0.06489333i
471.3276	2.3088-0.20489i	475.4544+0.06502126i
471.6981	2.3621-0.036043i	475.8287+0.06530326i
472.0692	1.0903-0.054197i	476.2039+0.06554683i
472.4409	2.1881-0.40825i	476.5798+0.06593918i
472.8132	2.0924+0.17325i	476.9565+0.06610557i
473.1861	1.7547-0.031043i	477.334+0.06642076i
473.5596	1.4773-0.6307i	477.7123+0.06650929i
473.9336	1.6395-0.16664i	478.0913+0.06675241i
474.3083	2.1638+0.13368i	478.4713+0.067139i
474.6835	2.0415-0.12905i	478.8519+0.067304i
475.0594	2.1175+0.023385i	479.2145+0.06787548i
475.4358	1.4278+0.018717i	479.5967+0.06796275i
475.8128	2.2233+0.078796i	479.9797+0.06819932i
476.1905	1.5663-0.37402i	480.3636+0.06839051i
476.5687	1.9354-0.37995i	480.7482+0.06873721i
476.9475	1.9761-0.47256i	481.1337+0.06885475i
477.327	1.8668+0.23749i	481.52+0.06911617i
477.707	2.5844-0.19228i	481.907+0.06934354i
478.0876	1.8766-0.46134i	482.2759+0.06980269i
478.4689	2-0.13861i	482.6646+0.07013537i
478.8508	1.9837-0.40235i	483.0542+0.07023743i
479.2332	2.0431+0.46635i	483.4445+0.0704955i
479.6163	1.7769-0.18885i	483.8357+0.07070727i
480	2.3121+0.25586i	484.2086+0.07115596i
480.3843	2.0781-0.20165i	484.6014+0.07128747i
480.7692	1.5854-0.12151i	484.995+0.07156954i
481.1548	2.0131-0.19236i	485.3896+0.07180492i
481.5409	1.5633-0.015787i	485.7657+0.07228738i
481.9277	2.0513-0.23338i	486.1619+0.07244178i
482.3151	2.2394-0.64406i	486.5589+0.07255484i
482.7031	1.6902+0.026241i	486.9567+0.07281885i
483.0918	2.5067-0.241i	487.3362+0.07332237i
483.4811	2.4826+0.058341i	487.7358+0.07349871i
483.871	2.3867-0.30106i	488.1362+0.07363332i
484.2615	2.3216-0.56257i	488.5181+0.07401637i
484.6527	2.3609+0.0037361i	488.9203+0.0742556i
485.0445	2.3296+0.34738i	489.3232+0.07445289i
485.4369	2.3702+0.18705i	489.7077+0.07490202i
485.83	1.8923-0.56161i	490.1124+0.07501004i
486.2237	2.2355-0.31067i	490.5201+0.09059909i
486.618	2.2214-0.095649i	490.9542+0.1036981i
487.013	2.683+0.075427i	491.3503+0.1036115i
487.4086	2.2457-0.017243i	491.7473+0.1035393i
487.8049	2.1927-0.42307i	492.1453+0.1034838i
488.2018	2.1381+0.34038i	492.5442+0.1034428i
488.5993	2.4054-0.3429i	492.944+0.1034164i
488.9976	1.8091-0.33606i	493.3449+0.1032136i
489.3964	2.3572-0.13369i	493.7467+0.1032187i
489.7959	2.4209-0.1924i	494.1494+0.1030447i
490.1961	2.1629+0.079672i	494.5532+0.103084i
490.5969	2.6515+0.13268i	494.9579+0.1029416i
490.9984	2.4829+0.041212i	495.3637+0.1028161i
491.4005	2.4263+0.14048i	495.7703+0.1027052i
491.8033	2.4457-0.27641i	496.178+0.1026114i
492.2067	2.2636-0.088422i	496.5866+0.1025325i
492.6108	2.3712-0.27842i	496.9962+0.1024708i
493.0156	2.4238-0.33982i	497.4069+0.1022284i
493.4211	2.4442-0.071622i	497.8187+0.1022013i
493.8272	2.1979-0.44454i	498.2313+0.1019909i
494.2339	2.1843-0.26138i	498.625+0.1020904i
494.6414	2.1307+0.10285i	499.0398+0.1021133i
495.0495	2.1102+0.39608i	499.4554+0.1019523i
495.4583	2.4785-0.33067i	499.8721+0.1018087i
495.8678	2.2505+0.2938i	500.2899+0.1014829i
496.2779	2.1035-0.64433i	500.6886+0.1016669i
496.6887	2.3759+0.1081i	501.1083+0.1015733i
497.1002	2.3607-0.13173i	501.5291+0.1012972i
497.5124	2.3932-0.025494i	501.951+0.101239i
497.9253	1.7646-0.19744i	502.3539+0.1012929i
498.3389	2.5415-0.10207i	502.7778+0.1010694i
498.7531	2.3301-0.17462i	503.2028+0.100861i
499.1681	2.3212+0.012544i	503.6087+0.1009677i
499.5837	2.5849-0.025143i	504.0358+0.1007947i
500	2.7143-0.18567i	504.4639+0.1006397i
500.417	2.5642-0.17436i	504.8728+0.1005953i
500.8347	2.5415-0.37451i	505.3031+0.1004761i
501.2531	2.193-0.069352i	505.7141+0.1004671i
501.6722	2.698-0.29721i	506.1465+0.1001811i
502.0921	2.4711-0.29721i	506.5598+0.1002102i
502.5126	2.3587-0.13609i	506.9943+0.09996005i
502.9338	2.7198-0.055714i	507.4096+0.1000225i
503.3557	2.1892-0.013427i	507.8463+0.09980854i
503.7783	2.4016-0.08125i	508.2637+0.09990724i
504.2017	2.6204-0.30341i	508.7026+0.09952806i
504.6257	2.4087+0.35957i	509.1221+0.09966317i
505.0505	2.2994-0.16015i	509.5633+0.09932022i
505.476	2.1822-0.080548i	509.985+0.09928959i
505.9022	2.4906+0.16591i	510.4078+0.09927711i
506.3291	2.4792-0.40103i	510.8522+0.09898884i
506.7568	2.6473-0.19961i	511.2773+0.09901555i
507.1851	2.3393+0.18975i	511.7033+0.09905814i
507.6142	2.6939+0.04768i	512.1511+0.09882799i
508.044	2.7121-0.033538i	512.5794+0.09870383i
508.4746	2.7912-0.24641i	513.0089+0.09860048i
508.9059	2.4675-0.59038i	513.4601+0.09842888i
509.3379	2.3877-0.14277i	513.8917+0.09836263i
509.7706	2.8644+0.27983i	514.3244+0.09831492i
510.2041	2.3042+0.026104i	514.7584+0.09828844i
510.6383	2.512-0.61719i	515.1933+0.09807267i
511.0733	2.588-0.28141i	515.6295+0.09808613i
511.509	2.8583-0.17628i	516.0877+0.09782532i
511.9454	2.7575-0.063761i	516.526+0.09766807i
512.3826	3.0219-0.33778i	516.9656+0.09753208i
512.8205	2.904-0.15218i	517.4063+0.09741486i
