COMSOL CHECK  |  FORMAT: freq_input 	 freq_out1 	 freq_out2 
688	0.64308+0.044569i	688.0171-0.0001823386i
689	0.65737-0.06671i	689.0167-0.0002026789i
690	0.59512-0.40509i	690.018-0.0003640453i
691	1.5997+0.088968i	691.021-0.0003148829i
692	1.2665-0.077754i	691.9901+0.0003292695i
693	0.73505+0.066787i	692.9966+9.150449e-05i
694	0.30164-0.066457i	694.0048+6.094429e-05i
695	1.396-0.046269i	695.0148-0.0001211137i
696	1.0293+0.1442i	695.9907+0.0003036172i
697	3.1836+0.20487i	697.0138-0.0002352677i
698	0.64638-0.013284i	698.0121-0.0003301384i
699	1.6949-0.094137i	699.0129-0.0001614738i
700	0.89091-0.22255i	700.016-0.000464325i
701	0.81946-0.53028i	701.0215-0.0005177495i
702	0.9738+0.14371i	701.9927+0.0001456999i
703	1.3393-0.25165i	703.0031-0.0001492016i
704	0.78009+0.21086i	704.0161-0.0002147257i
705	0.73374+0.0017939i	704.9945+8.286343e-05i
706	0.82615+0.15837i	706.0125-0.0002753192i
707	1.2902+0.012996i	706.9958+0.0001118484i
708	0.91256-0.0058062i	708.0192-0.0005769499i
709	1.8725+0.12082i	709.0076-0.0001329902i
710	0.026696+0.035042i	709.9986+0.0001454978i
711	1.3545+0.017522i	710.9921+0.0002479422i
712	1.5686-0.064467i	711.9883+0.0001634689i
713	0.90992+0.070405i	712.9872+0.0002642092i
714	0.90159+0.095352i	713.9888+0.0001582114i
715	0.9615-0.021237i	714.9933+0.0002198612i
716	0.21272-1.444i	716.0005+5.372357e-05i
717	1.0726-0.10576i	717.0107-0.0003526661i
718	2.8838-0.1169i	717.9848+0.0004688487i
719	1.4433+1.8446i	719.0007-4.595159e-05i
720	1.3868-0.13539i	720.0198-0.0004438306i
721	0.90731-0.028784i	721.0024+1.40173e-05i
722	1.9659-0.23877i	721.9879+0.0002062082i
723	1.0789-0.042064i	723.0161-0.0002648219i
724	1.0205-0.050903i	724.0076-0.0002622402i
725	1.0171-0.26765i	725.0022-0.0001645465i
726	0.65913-0.28795i	726.012-0.0002582532i
727	1.1597-0.052287i	727.0151-0.0005611648i
728	1.6087+0.17758i	728.0228-0.0006207489i
729	0.69002+0.11353i	728.9944+1.13047e-05i
730	0.6867-0.052432i	730.0115-0.0003943102i
731	0.72013-0.068693i	730.9923+0.0003009172i
732	2.475+0.136i	732.0192-0.0005032637i
733	1.0854+0.00099945i	733.0097-0.0002069587i
734	0.93363-0.076148i	734.0051-0.0001249748i
735	0.61434+0.39537i	735.0055-0.0002726139i
736	1.3671+0.035294i	736.0111-0.0002438707i
737	1.2255-0.1997i	737.0219-0.0008970064i
738	2.7366-0.44463i	737.9955+7.414292e-07i
739	1.6143-0.14998i	739.017-0.0003546375i
740	1.8443-0.32258i	740.0012-1.087931e-05i
741	1.7938-0.13455i	740.9908+0.000467557i
742	0.92767-0.021036i	741.9858+0.0006337978i
743	0.61522-0.3552i	742.9866+0.0004681577i
744	0.74767-0.061759i	743.9931+0.0003885091i
745	0.47857+0.15235i	745.0055-6.042895e-05i
746	1.4084-0.021994i	746.024-0.0009006532i
747	1.0872+0.036661i	747.0043-0.0001545133i
748	2.1687-0.095011i	747.9906+0.0001946602i
749	1.769+0.024845i	748.9829+0.0005723676i
750	1.9503+0.03445i	750.0266-0.001102127i
751	1.5116-0.10069i	750.9865+0.0004335645i
752	1.5678-0.20396i	751.9981-0.0001304353i
753	1.5772+0.03131i	753.0165-0.0007519946i
754	2.0042-0.33349i	753.9957+0.000237427i
755	0.51099-0.031799i	754.9932+0.0001174529i
756	1.2958+0.039503i	756.0049-1.562931e-05i
