COMSOL CHECK  |  FORMAT: freq_input 	 freq_out1 	 freq_out2 
1000	1001.0285+0.15910464i	1041.9342+170.24822i
999	1000.025+0.14405655i	1040.9235+168.00055i
998	999.003+0.1419538i	1039.8794+165.77125i
997	998.0044+0.1356667i	1038.8486+163.5498i
996	996.983+0.09841705i	1038.1117+160.86952i
995	995.9586+0.05743228i	1038.0311+157.26959i
994	994.9494+0.03595762i	1037.9195+153.69509i
993	993.9248+0.02164416i	1037.7467+150.12912i
992	992.9267-0.003424458i	1037.5591+146.56036i
991	991.8808-0.03410682i	1037.2778+142.98373i
990	990.8909-0.06332045i	1037.0099+139.42297i
989	989.8512-0.09831161i	1036.6455+135.85592i
988	988.8539-0.1007217i	1036.2756+132.33684i
987	987.8174-0.1401204i	1035.824+128.78247i
986	986.7907-0.1595663i	1035.3339+125.26019i
985	985.7733-0.158699i	1034.8048+121.77124i
984	984.7454-0.1822455i	1034.2213+118.26718i
983	983.7384-0.2175621i	1033.6144+114.76615i
982	982.7062-0.2453134i	1032.933+111.28394i
981	981.6804-0.2520799i	1032.2086+107.83961i
980	980.6736-0.2704202i	1031.458+104.40136i
979	979.6389-0.2803573i	1030.6295+100.9862i
978	978.6178-0.291737i	1029.7675+97.589513i
977	977.5747-0.3142901i	1028.8353+94.198617i
976	976.5411-0.331306i	1027.8641+90.835587i
975	975.5163-0.3425098i	1026.8532+87.501869i
974	974.5-0.3476008i	1025.8019+84.198985i
973	973.4928-0.3497305i	1024.7113+80.924979i
972	972.4591-0.3618948i	1023.5449+77.664588i
971	971.4331-0.3705358i	1022.3371+74.436479i
970	970.414-0.3753129i	1021.0873+71.2424i
969	969.3643-0.3855515i	1019.7565+68.0713i
968	968.3587-0.3850436i	1018.4223+64.947275i
967	967.3207-0.3891462i	1017.0052+61.850362i
966	966.2896-0.3950334i	1015.5466+58.787982i
965	965.2622-0.3949547i	1014.0426+55.769759i
964	964.2427-0.4021844i	1013.5714+52.899218i
963	963.2257-0.4091989i	1013.1714+50.037151i
962	962.1811-0.4228227i	1012.6812+47.159299i
961	961.1855-0.4202179i	1012.1785+44.294431i
960	960.1606-0.4251414i	1011.5807+41.414548i
959	959.1052-0.4382317i	1010.8844+38.520136i
958	958.0973-0.4361147i	1010.1692+35.640147i
957	957.0568-0.4430805i	1009.3499+32.746814i
956	956.0619-0.431412i	1008.5059+29.873368i
955	955.0324-0.4296643i	1007.5517+26.988176i
954	953.9678-0.4425133i	1006.4848+24.087938i
953	952.9468-0.4376111i	1005.3853+21.210362i
952	951.9266-0.4253973i	1004.2064+18.344699i
951	950.9092-0.4143774i	1002.9482+15.483617i
950	949.8936-0.4049377i	1001.6075+12.628402i
949	948.8333-0.4038526i	1000.1329+9.7732417i
948	947.8146-0.3901294i	998.6131+6.943336i
947	946.7926-0.3745782i	996.9985+4.128792i
946	945.766-0.3574003i	995.2855+1.331667i
945	944.7333-0.3387717i	993.47-1.445784i
944	943.6945-0.3233099i	991.5497-4.205814i
943	942.6931-0.295796i	989.5679-6.929964i
942	941.6815-0.2671801i	987.4723-9.626718i
941	940.6595-0.2421232i	985.2601-12.29779i
940	939.6235-0.2161003i	982.925-14.93502i
939	938.6216-0.182682i	980.5154-17.52899i
938	937.6023-0.1481658i	977.9748-20.08182i
937	936.5662-0.1220316i	975.3015-22.59935i
936	935.558-0.08342544i	972.5403-25.05681i
935	934.5038-0.06920022i	972.9042-28.93101i
934	933.4068-0.07917033i	974.8925-33.80827i
933	932.3095-0.08434894i	977.0809-39.06991i
932	931.2244-0.07807134i	979.5074-44.72907i
931	930.1181-0.0826642i	982.1637-50.82845i
930	928.9514-0.1079327i	985.0385-57.39783i
929	927.8393-0.1050583i	988.2928-64.41557i
928	926.6491-0.1424581i	991.8219-71.96991i
927	925.491-0.1544022i	995.7959-80.02396i
926	924.2843-0.1926512i	1000.1791-88.65257i
925	923.0427-0.2485002i	1005.0504-97.87327i
924	921.7815-0.3151704i	1010.5017-107.70563i
923	920.5178-0.387673i	1016.6397-118.1702i
922	919.1619-0.5164865i	1023.4609-129.33151i
921	917.8316-0.6387797i	1031.2241-141.15093i
920	916.4367-0.811695i	1039.9606-153.68566i
919	915.0357-0.9962803i	1049.9073-166.89466i
918	913.5925-1.2327i	1061.2081-180.79224i
917	912.1114-1.520949i	1074.0897-195.32714i
916	910.6009-1.871748i	1088.8159-210.42437i
915	909.0141-2.309785i	1105.6152-225.96104i
914	907.4226-2.81719i	1124.9027-241.72162i
913	905.784-3.407121i	1146.9779-257.40563i
912	904.1266-4.112901i	1172.237-272.63444i
911	902.4841-4.966763i	1201.0754-286.87696i
910	900.791-5.929103i	1233.7301-299.28143i
909	899.0801-7.049267i	1270.4165-308.91565i
908	897.3901-8.378772i	1311.1402-314.61489i
907	895.6579-9.91177i	1355.4235-314.87319i
906	893.9771-11.76546i	1402.46-308.28959i
905	892.3968-14.04206i	1450.7371-293.48721i
904	891.3653-16.12223i	1482.6837-271.23968i
903	891.292-16.97788i	1484.7135-249.7156i
902	891.3451-17.74316i	1485.5122-229.02127i
901	891.4718-18.3749i	1485.1616-209.15846i
900	891.7193-18.86942i	1483.9019-190.20185i
899	892.0214-19.18326i	1481.7928-172.1139i
898	892.3036-19.28829i	1478.8758-154.86669i
897	892.5915-19.18491i	1475.3559-138.47763i
896	892.7971-18.87002i	1471.2436-122.9166i
895	892.8812-18.3714i	1466.6208-108.19073i
894	892.7627-17.69718i	1461.4885-94.248006i
893	892.4056-16.91904i	1455.8985-81.128966i
892	891.7417-16.0808i	1449.8302-68.811336i
891	890.8508-15.29427i	1443.4781-57.386411i
890	889.6836-14.61806i	1436.8024-46.84632i
889	888.2482-14.12943i	1429.833-37.222486i
888	886.6091-13.91004i	1422.6707-28.564341i
887	884.8895-14.01516i	1415.4936-20.891211i
886	883.1678-14.48379i	1408.392-14.21099i
885	881.5324-15.31015i	1401.4613-8.4794699i
884	880.1177-16.46823i	1394.8648-3.6425491i
883	879.0101-17.89687i	1388.6873+0.38461071i
882	878.2883-19.50775i	1383.0096+3.7033374i
881	878.0181-21.18737i	1377.9087+6.4300389i
880	878.1576-22.80149i	1373.3188+8.6908138i
879	878.7664-24.23775i	1369.3722+10.573433i
878	879.7052-25.37152i	1365.9278+12.183668i
877	880.9364-26.1156i	1363.0439+13.598312i
876	882.3163-26.41996i	1360.6402+14.871017i
875	883.5853-26.30418i	1358.6699+16.011861i
874	884.547-25.93804i	1357.0801+16.961617i
873	885.4336-25.28595i	1355.777+17.865065i
872	886.1988-24.39697i	1354.7494+18.71787i
871	886.7372-23.29149i	1353.8732+19.565293i
870	887.0702-22.03634i	1353.1998+20.389926i
869	887.1945-20.67953i	1352.7225+21.196817i
868	887.1168-19.26345i	1352.435+21.990576i
867	886.8138-17.81993i	1352.2731+22.778452i
866	886.3399-16.39048i	1352.2872+23.543854i
865	885.7151-14.99403i	1352.4717+24.29081i
864	884.9224-13.64027i	1352.7651+25.025347i
863	883.9798-12.34005i	1353.1629+25.744735i
862	882.9367-11.10905i	1353.7145+26.433497i
861	881.8036-9.950268i	1354.4143+27.089791i
860	880.5876-8.861957i	1355.2578+27.717026i
859	879.2569-7.847921i	1356.186+28.309162i
858	877.8468-6.910069i	1357.2491+28.867745i
857	876.3872-6.065933i	1358.4928+29.374149i
856	874.8088-5.313481i	1359.8097+29.84412i
855	873.2079-4.680885i	1361.3491+30.257774i
854	871.5527-4.183153i	1363.0539+30.619772i
853	869.8525-3.833493i	1364.9207+30.943525i
852	868.1561-3.652244i	1366.9946+31.231766i
851	866.5207-3.652063i	1369.3199+31.492457i
850	864.9811-3.815518i	1371.8934+31.767628i
849	863.606-4.115179i	1374.7601+32.097888i
848	862.4332-4.494747i	1377.9178+32.551167i
847	861.4967-4.88084i	1381.3649+33.207147i
846	860.7306-5.150833i	1384.4357+34.074172i
845	860.0144-5.266975i	1386.6795+35.047535i
844	859.3768-5.266809i	1388.9484+36.230504i
843	858.7604-5.141366i	1391.1467+37.604185i
842	858.0764-4.890815i	1393.1335+39.130505i
841	857.3396-4.553152i	1394.9501+40.715588i
840	856.5045-4.162942i	1396.547+42.270902i
839	855.5771-3.758551i	1397.9665+43.711688i
838	854.5879-3.374856i	1399.2968+44.96993i
