COMSOL CHECK  |  FORMAT: freq_input 	 freq_out1 	 freq_out2 
774	0.6527+0.4923i	774.4132-0.03285262i
775	0.71336+1.5785i	775.4216-0.03451384i
776	1.3129-0.2751i	776.4276-0.03623318i
777	0.49206-1.3334i	777.4284-0.0369462i
778	0.36495-0.72882i	778.4213-0.03769895i
779	1.3004-0.16963i	779.4247-0.0387793i
780	1.0089-1.0299i	780.4353-0.04106294i
781	0.98895+0.1465i	781.4497-0.04322574i
782	1.1718+0.75621i	782.4434-0.04460638i
783	0.81252-0.11713i	783.4551-0.04658387i
784	1.6662-1.035i	784.4601-0.04833631i
785	1.4267+0.37757i	785.4754-0.0496396i
786	0.48892-1.4195i	786.4784-0.05122911i
787	0.68303+0.16179i	787.4867-0.05550538i
788	1.2072-0.41363i	788.498-0.05756975i
789	0.57909+0.80712i	789.5062-0.06210005i
790	1.0525+0.40105i	790.5048-0.06515786i
791	0.7052+1.4556i	791.5077-0.06973611i
792	0.85914-1.4225i	792.5278-0.0742002i
793	0.83695+0.22116i	793.5375-0.08014818i
794	0.47108-1.0805i	794.5495-0.08493389i
795	0.88998+1.0011i	795.5557-0.09218452i
796	1.4637+0.23186i	796.5678-0.0980028i
797	1.3865-0.079072i	797.5771-0.1046752i
798	0.88666+1.2216i	798.5942-0.11276i
799	0.013348-0.029402i	799.6097-0.1210254i
800	0.77415+0.95927i	800.614-0.1313062i
801	1.2478+0.14589i	801.6354-0.1405288i
802	0.68769-0.2786i	802.6443-0.1534276i
803	1.1343-0.29019i	803.6676-0.1648123i
804	1.2082+0.90924i	804.675-0.1791032i
805	0.38496+0.072406i	805.6922-0.1943269i
806	1.2569-0.30037i	806.7067-0.2111849i
807	1.384+1.0626i	807.7242-0.2296723i
808	1.2266+0.88385i	808.7312-0.2511628i
809	0.60068+1.5509i	809.7503-0.2748752i
810	0.82759-0.037311i	810.7848-0.3011161i
811	0.085643-0.075192i	811.8012-0.3305415i
812	0.72506-0.024253i	812.8196-0.363629i
813	0.26009+0.34208i	813.8236-0.4008554i
814	0.9509+1.5171i	814.8486-0.4421083i
815	0.99195+0.0078712i	815.8739-0.4902152i
