COMSOL CHECK  |  FORMAT: freq_input 	 freq_out1 	 freq_out2 
851	542.0343-17.0141i	853.2728-0.01075558i
852	544.3218-17.05233i	854.264-0.01510375i
853	546.5865-17.12462i	855.2718-0.01784491i
854	548.8214-17.23736i	856.2966-0.0244852i
855	550.9879-17.38795i	857.2889-0.03004825i
856	553.111-17.5781i	858.2992-0.03556521i
857	555.1851-17.80789i	859.3284-0.04171892i
858	557.171-18.07566i	860.3251-0.04809034i
859	559.0963-18.38317i	861.3414-0.05630914i
860	560.9212-18.7257i	862.3254-0.06046992i
861	562.6722-19.1092i	863.3298-0.06779709i
862	564.3411-19.53442i	864.3553-0.07927857i
863	565.8837-19.99196i	865.3496-0.08308345i
864	567.3221-20.48962i	866.3658-0.09264825i
865	568.6433-21.02417i	867.4049-0.109206i
866	569.797-21.57918i	868.4131-0.1202052i
867	570.8034-22.15106i	869.4459-0.1346646i
868	571.6103-22.71843i	870.4476-0.1450224i
869	572.2411-23.26529i	871.4758-0.1553272i
870	572.6458-23.76743i	872.4718-0.1689935i
871	572.8572-24.19632i	873.4953-0.1851164i
872	572.8376-24.51209i	874.4883-0.1950642i
873	572.6337-24.6898i	875.5099-0.2102017i
874	572.2629-24.6982i	876.5611-0.2324765i
875	571.7117-24.50144i	877.5821-0.2525387i
876	570.8165-24.05708i	878.5983-0.2728565i
877	569.6643-23.2862i	879.5865-0.2900773i
878	568.4506-22.19046i	880.6266-0.3196025i
879	567.1956-20.77044i	881.6584-0.3461859i
880	565.9473-19.05671i	882.6821-0.3730819i
881	564.738-17.09036i	883.6978-0.4039723i
882	563.5837-14.91192i	884.7069-0.4363222i
883	562.5291-12.56604i	885.7803-0.4770636i
884	561.4745-10.07454i	886.78-0.5128789i
885	560.4446-7.46129i	887.7775-0.5438138i
886	559.4569-4.758324i	888.841-0.6007275i
887	558.399-1.939787i	889.8331-0.6396005i
888	557.3352+0.9772824i	890.897-0.6975388i
889	556.1981+4.014525i	891.9604-0.763234i
890	554.9247+7.210142i	892.9509-0.8074027i
891	553.5917+10.55462i	894.0118-0.8894033i
892	552.1028+14.11758i	894.9986-0.9420527i
893	550.5491+17.89361i	896.0572-1.030307i
894	548.8925+21.93705i	897.1142-1.117365i
895	547.0947+26.28773i	898.0831-1.1847i
896	545.2776+30.94615i	899.1284-1.286107i
897	543.4034+35.95184i	900.1483-1.391142i
898	541.5186+41.32575i	901.1733-1.498922i
899	539.6394+47.07653i	902.182-1.617781i
900	537.8008+53.21957i	903.1859-1.740907i
901	536.0324+59.75733i	904.1874-1.878481i
902	534.3537+66.70536i	905.1776-2.015119i
903	532.789+74.06573i	906.1541-2.158819i
904	531.3681+81.8455i	907.1248-2.312148i
905	539.6723+94.85112i	907.8786-2.449619i
906	554.921+109.0996i	908.517-2.496917i
907	571.949+121.3588i	909.1893-2.472887i
908	590.3136+131.4207i	909.8917-2.412468i
909	609.5651+139.2133i	910.6385-2.309693i
910	629.2621+144.7433i	911.4184-2.188535i
911	649.0213+148.1133i	912.2432-2.058905i
912	668.4943+149.4878i	913.0913-1.924955i
913	687.4162+149.0773i	913.9677-1.791364i
914	705.5735+147.1106i	914.8574-1.664423i
915	722.8341+143.8367i	915.7746-1.539062i
916	739.0982+139.4762i	916.7003-1.431484i
917	754.3161+134.2596i	917.6288-1.329409i
918	768.4968+128.3961i	918.5799-1.226867i
919	781.638+122.0453i	919.5224-1.139834i
920	793.8384+115.4118i	920.5319-1.019706i
921	805.0282+108.5204i	921.4494-0.9641702i
922	815.3821+101.568i	922.4186-0.8906488i
923	824.9338+94.62717i	923.3997-0.8110444i
924	833.7272+87.74616i	924.3654-0.7473802i
925	841.8519+80.99903i	925.3446-0.6827648i
926	849.3988+74.44191i	926.3696-0.6063292i
927	856.3539+68.0717i	927.3571-0.550277i
