COMSOL CHECK  |  FORMAT: freq_input 	 freq_out1 	 freq_out2 
881	0.00058401-0.0032447i	0.92425-0.093567i
882	0.0028103-0.0048876i	0.43042-0.22349i
883	0.00020075+0.0043451i	0.59647+0.063259i
884	0.0031102-0.003493i	0.39344-0.28826i
885	0.0013085-0.005407i	0.36149-0.072657i
886	0.0032374-0.0029701i	0.33495-0.29716i
887	0.0045031-0.001312i	0.14566-0.31913i
888	0.0010818-0.0043611i	0.33507+0.010894i
889	1.4072e-05+0.0054007i	0.24457+0.08989i
890	0.001623+0.0048383i	0.19993+0.15119i
891	0.00014897-0.0045312i	0.22118+0.070711i
892	0.00049932-0.0067754i	0.14035+0.025203i
893	0.0054042+0.0077773i	0.051611+0.04954i
894	0.0020021-0.0065463i	0.074298-0.014432i
895	0.0016317+0.0023572i	0.16406-0.0087691i
896	0.0041124+0.00044532i	0.1024+0.072981i
897	0.0027676-0.0038354i	0.011708+0.12217i
898	0.0031353-0.0031473i	0.053317+0.13787i
899	0.0049732-0.0019635i	0.096913+0.081975i
900	0.004956-0.003535i	0.057483+0.093809i
901	0.0067633+0.0026954i	0.079615+0.01496i
902	0.00039843+0.083918i	0.0043176-0.0051667i
903	0.0010993+0.0029784i	0.13809-0.025168i
904	0.00080148-0.0045069i	0.073793-0.044494i
905	0.0026906+0.00067276i	0.019221+0.12157i
906	0.0027188+0.0044628i	0.035595+0.043828i
907	0.0028727+0.0030826i	0.021163+0.053894i
908	0.00054589-0.0017572i	0.097655+0.036627i
909	0.0025391-0.0009253i	0.044165-0.008623i
910	0.00096848+0.00017045i	0.023427-0.070333i
911	0.00077591-0.0024496i	0.029902-0.046467i
912	0.0029913-0.0014587i	0.01569-0.057541i
913	0.0033537-0.0016732i	0.031977-0.051048i
914	0.0089407-0.0085874i	0.019474-0.0075908i
915	0.0013171+0.0042481i	0.036354+0.054403i
916	0.00257-0.0050055i	0.048255+0.024327i
917	0.00015051+0.0066221i	0.0089764+0.040631i
918	0.0035075+0.0029317i	0.05841-0.033536i
919	0.0040034+0.0047502i	0.046041-0.012495i
920	0.00024693-0.005478i	0.050889-0.034208i
921	0.0053587+0.0093945i	0.039207+0.01633i
922	0.0058932-0.049057i	0.010756-0.00036746i
923	0.00036161-0.081677i	0.0073779+0.0029119i
924	0.00040967-0.0075001i	0.091989+0.040812i
