-1.3140530330524314e-16 + 5.15267082473736e-17im
-0.35887090364104524 - 0.6582066981183126im
4.067420658460108e-5 + 5.158619070411152e-6im
-1.0927812570828233e-17 + 4.903803154676855e-17im
5.320455290051818e-6 + 7.095392540549042e-6im
0.024668253942133896 + 0.0018893816649845465im
1.1892173172860926e-15 - 5.622401415966705e-16im
0.004977193619668955 + 0.005685500500557369im
0.00010575869736492716 + 0.00010878955382442879im
2.6234827279772866e-17 - 1.2295310335582256e-16im
4.618434655533424e-6 - 1.4756757046263669e-5im
0.014681593095801072 - 0.012115893715168783im
-1.3447359545337711e-15 + 6.87817858224804e-16im
0.06714755187933888 + 0.0015350692163426422im
-0.00027568108089733034 - 6.765471656586947e-5im
3.1797481314654874e-15 - 2.4407559306993676e-15im
-0.023697754768059052 + 0.0024577465563821004im
1.4373973113740446e-5 - 2.096232607629034e-5im
-5.078402975922103e-16 + 3.8163916471489756e-16im
0.0005535994906630572 + 0.00031559260441697476im
-0.03216037416470449 - 0.028899183700888925im
-2.9548412328050944e-14 + 2.2162827129079687e-14im
0.06362571060418362 - 0.05363196647157276im
-0.00010768767021011004 + 0.00013937637287930044im
6.394624413319505e-16 - 4.694595406862234e-16im
-0.0027048512754384198 - 0.0009682870371631618im
-0.2503652587688624 - 0.02256590603065259im
3.436573942083854e-14 - 2.5312868121019072e-14im
-0.02172260692131324 + 0.01847548568674378im
8.804164168696449e-5 - 0.00017912691928534397im
3.0531133177191805e-16 - 1.3530843112619095e-16im
0.05376227746809517 - 0.0002535218171956094im
-0.00018360695603909793 - 0.0001635612639024897im
7.632783294297951e-17 - 5.551115123125783e-17im
-2.9508093326940932e-5 - 3.6034621730327704e-5im
-0.05232658708493547 + 0.042641501783819535im
-2.785965902418752e-15 + 1.4649739754624136e-15im
-0.4632933284032715 - 0.030947438672347644im
0.0009738791407703073 + 0.0007559431235433511im
-1.5092094240998222e-16 + 2.2898349882893854e-16im
1.7553756393166864e-5 + 0.00013076325215334583im
0.013661117798498129 - 0.011721935543414226im
3.1858196636314062e-15 - 1.8834760140418183e-15im
0.020496968727241386 - 0.06289498702958164im
0.00033762578610218447 - 0.0030752656477467666im
-4.496403249731884e-15 + 3.3861802251067274e-15im
-0.016107051144370582 + 0.011707721983286123im
-2.7304518993659377e-5 + 4.221331394321792e-5im
6.106226635438361e-16 - 4.163336342344337e-16im
-0.0008207863392240035 - 8.62479613513989e-5im
0.3497301250405629 + 0.08786445413276536im
4.331257574818892e-14 - 2.986499936241671e-14im
-0.006566265297420701 + 0.016442744400588925im
9.736546210693982e-5 - 0.0005618031091971024im
-5.204170427930421e-18 - 8.847089727481716e-17im
0.007651740350787267 - 0.0006740223926610797im
-0.009418890139278154 - 0.01456260152938995im
-3.6578379214446954e-14 + 2.041769531224702e-14im
-0.006980571382420286 - 0.012208582104192768im
3.3831190060073374e-6 + 0.0009709920754495394im
