-1.353551873448794e-15 - 9.340401715962621e-17im
0.33895156008103966 + 0.011489935629343303im
-5.810363005641588e-5 - 2.0391713864663374e-6im
8.628894040269008e-16 - 1.843821319583161e-17im
0.0001297882661156817 + 9.26120594553579e-6im
-0.4650468685557233 - 0.015156683304283412im
1.4447576707037058e-14 + 9.619041674291395e-16im
-0.43209318516185913 - 0.013746203024547871im
0.0006378254630810981 + 2.2332380839005204e-5im
-1.0468149874451091e-15 + 6.228928974682441e-17im
-0.00020254827646701965 - 1.3034987393254708e-5im
0.234471475451639 + 0.007672026166546551im
-1.714180555313638e-14 - 1.1080546202801855e-15im
0.13049570571127136 + 0.004254980361657465im
-0.000621296589717095 - 1.3220919841834197e-5im
4.691546088252119e-17 + 1.05574186545776e-17im
0.310589207615708 + 0.007312920157058121im
-0.0004070922469207671 - 2.2578431115173603e-5im
-1.2304945033552155e-15 - 1.014779352128542e-16im
-0.001870053473898527 - 0.00016350471802812228im
-0.26217299225120366 - 0.0027830976478732602im
4.6727644031961755e-15 + 1.4517467089580904e-16im
-0.0793441497224056 + 0.0019781602219379104im
0.003979209219764027 + 0.0001780080175030228im
2.2871459630843184e-15 + 2.6686281223015085e-16im
0.001956611847862163 + 0.00015815383372298829im
0.047085086756543694 - 0.0016418183456064816im
-5.614610830434333e-15 - 1.5208645974540413e-16im
-0.017335651102091086 - 0.0012891628338908344im
-0.004312409152821897 - 0.00016380584082177066im
3.0067907798997373e-15 + 2.4145182381252184e-16im
0.3125876080184201 + 0.005905801099821424im
0.00012819376855988107 + 1.3304955692048509e-5im
-3.0461744238152733e-15 + 3.729655473350135e-17im
-0.0006532816299089153 - 1.7415948613709945e-5im
-0.22842029436485672 - 0.0032545722325956605im
-4.310180684585774e-14 - 3.544473742289611e-15im
-0.12752781674380106 - 0.0004230657279778111im
-0.00018760750374210988 - 8.007926145683908e-5im
5.204170427930421e-15 - 6.342582709040201e-17im
0.001684856197439761 + 3.345474222719337e-5im
0.08114050961381356 - 0.0002729450277756079im
5.924774559851187e-14 + 5.058399445839745e-15im
0.014957216663141124 - 0.0007512531074231094im
-0.0027269458687500525 - 0.00010244123116159506im
5.551115123125783e-17 - 6.938893903907228e-18im
0.18082179588713448 + 0.002393450506628248im
0.00044722434583366333 + 2.5510192707522972e-5im
2.9698465908722937e-15 + 3.1138286393783687e-16im
0.002539364834414068 + 0.00025665541317980087im
-0.09580427814979192 - 0.0011453098712304044im
-4.871103520542874e-15 - 4.423544863740858e-17im
-0.13332661255295578 - 0.0012594843746268729im
-0.003566426184670013 - 0.0001695307801714424im
-6.8660355179162025e-15 - 9.43689570931383e-16im
0.0013988697108291634 + 4.639551016481173e-5im
0.047548774240884606 + 0.0005364543821483516im
-2.6853519408120974e-15 - 5.312590645178972e-16im
0.020547215538243357 + 0.00040078043761796im
0.00017918305807469725 + 2.3708346640559028e-5im
