-8.456776945386935e-18 + 1.1102230246251565e-16im
0.02953724334965889 + 0.23365320157067435im
-4.646295802346423e-6 + 1.6850852459785198e-5im
-8.222589276130066e-16 - 1.9290125052862095e-15im
-2.3414540614347708e-5 + 4.239045599673403e-5im
-0.11549595543181862 - 0.394005426451053im
-1.1622647289044608e-16 - 2.5326962749261384e-16im
-0.13719813577318435 - 0.3821681715125622im
5.8308084867508825e-5 - 5.4958602996084405e-5im
1.186550857568136e-15 + 2.8258645423662188e-15im
1.9966814426147783e-5 - 2.2620713285145463e-5im
0.07449170221899931 + 0.21130595289086634im
2.5326962749261384e-16 + 3.178880769727499e-16im
0.03774492451768573 + 0.11308012276064909im
-6.544231986063687e-5 + 1.613457784485281e-5im
-1.8908485888147197e-16 - 4.996003610813204e-16im
0.17920271147110145 + 0.025719705187881192im
2.3983383976466932e-5 + 2.8993063925092377e-6im
2.1068216615738322e-15 + 1.6384463230600943e-15im
0.00012971866086314288 + 5.0150998745520856e-5im
-0.38013101966547075 + 0.10894609950540457im
9.6710833785707e-16 + 4.010680676458378e-15im
-0.3903548548179205 + 0.20281130563294839im
-0.00010764410432444194 + 0.0001017993276559645im
-4.1555300867024414e-15 - 3.795574965437254e-15im
4.2771883915514175e-5 - 3.1213363536730654e-5im
0.2287064815307097 - 0.11295877868337648im
-5.451368523257116e-16 - 4.195103465998162e-15im
0.11961096197769712 - 0.08989424658227665im
8.369898021241568e-5 - 0.0001330034770767874im
5.551115123125783e-17 - 5.551115123125783e-17im
0.026180194554528552 - 0.013843592095047846im
1.7496599756194886e-5 - 1.5803761439614483e-5im
2.0539125955565396e-15 + 3.3584246494910985e-15im
7.590382747223873e-5 - 5.818030996454504e-5im
0.04802562455725211 + 0.11909546234587608im
-3.95516952522712e-16 + 7.598088824778415e-16im
0.07954279019985598 + 0.17199070463828592im
-0.0006184189609667046 + 8.352626953878062e-5im
-3.953434801751143e-15 - 4.274358644806853e-15im
-0.0001330856114563437 - 1.2894253103419573e-5im
-0.031192476351923303 - 0.07010520238952879im
8.27463098040937e-16 - 9.289444213855802e-16im
-0.024913712225287456 - 0.0502684015848964im
0.0009446827206635415 + 9.051915764335394e-5im
1.8735013540549517e-16 + 7.91033905045424e-16im
0.03136898484225559 + 0.03081780608169249im
-2.5303955263178413e-5 - 1.828717522162071e-6im
-4.107825191113079e-15 - 3.1363800445660672e-15im
-0.0001635323030562269 - 5.397995193762162e-5im
0.021192196692283505 - 0.04424897989080883im
-4.40619762898109e-16 - 5.198966257502491e-15im
0.05154825040373301 - 0.07678470116768325im
0.0005326929756967816 - 0.00033317372312217236im
9.272096979096034e-15 + 7.912073773930217e-15im
-0.0006630311857772665 - 4.911637398734639e-5im
-0.014711793607565991 + 0.01524818540336889im
-2.8041804989165087e-15 + 2.2109050701324406e-15im
-0.0238296914211431 + 0.018324925962790575im
-0.000808219861121159 + 0.00011863271823575952im
