3.826886724178635e-14 - 1.7525043916055694e-14im
-0.685935276169696 + 0.3059865826712598im
2.522120405687965e-5 - 1.0931962399578915e-5im
-3.947291247599566e-17 + 1.6286927107262298e-15im
5.2528408876935384e-8 + 4.285409253672323e-8im
-0.1725005797898889 - 0.3760709965600713im
-3.05689501489681e-13 + 1.4093066991183179e-13im
-0.018472849119527276 + 0.008458825517503932im
-3.7474903998867964e-5 + 1.4462931073790791e-5im
3.635346905536261e-16 - 2.602346713091076e-15im
1.9800389465477602e-6 + 4.664438700115875e-6im
-0.0005928170840223241 - 0.0007460485628679684im
3.415776776011237e-13 - 1.5788152035733916e-13im
-0.035560598144156075 + 0.015845468268031664im
-0.00017855757120604707 + 8.053949250726687e-5im
-2.0036056147532122e-16 + 3.946495907847236e-17im
0.17275546444433332 + 0.3766747019374015im
2.401543586669783e-6 + 5.59505513701361e-6im
-7.154379085688722e-16 + 1.6063079872171348e-16im
0.0013115567611203301 - 0.0005738943763526402im
-0.0009034002684746821 + 0.0005691879518712768im
4.757912813735388e-15 - 1.0569615929018061e-15im
0.014710959274619653 + 0.032382732844533316im
-5.358162155637085e-5 - 0.0001241227669224916im
1.556046957951196e-15 - 4.1297260749972864e-16im
-0.0004529176608432106 + 0.00019227466818312242im
0.11362391603841387 - 0.050593049113010075im
-6.119996003028927e-15 + 1.168227840853131e-15im
-0.0006055066511455568 - 0.0012828701366365746im
7.952293632867632e-5 + 0.00018405722679934195im
-8.846395838091325e-14 + 4.079722670802255e-14im
-0.027150619485622834 + 0.01216328019406676im
-5.56898713884868e-5 + 2.3501380580354114e-5im
7.901665433074356e-16 - 3.2751579226442118e-15im
7.950771301445947e-6 + 1.8691502417414463e-5im
-0.015239731463326356 - 0.03365763454859809im
7.646626387636246e-13 - 3.584359371811008e-13im
0.1994044006607299 - 0.08881440223649117im
-0.0013607367327122255 + 0.0006156276221061796im
-3.4023348374767615e-15 + 4.9682480351975755e-15im
-2.838227468987542e-5 - 6.644562520829143e-5im
-0.0012318647937450827 - 0.002868884241076758im
-8.926887007376649e-13 + 4.2265843602784514e-13im
-0.0003359232742176574 + 0.00015820690875922166im
0.004011083721743976 - 0.0017826266219793385im
3.469446951953614e-16 + 1.3877787807814457e-17im
0.00035785589834501363 + 0.00019042334863010602im
-1.4091589460862863e-6 - 3.3466328228093367e-6im
1.56472057533108e-15 - 1.3877787807814457e-16im
-0.0020106737507071676 + 0.0008782053974778631im
-0.1413516556523362 + 0.06296044951530683im
-8.596422185203068e-15 + 1.4042586538032253e-15im
0.005614847691306195 + 0.01276995817616184im
4.4165759326975085e-6 + 1.2595696269948609e-5im
-4.117366170230952e-15 + 8.36136715420821e-16im
-0.0041743878141554495 + 0.0018575884625156025im
-0.01229429603577353 + 0.005469424771024859im
8.58503806239197e-15 - 1.5959455978986625e-16im
-0.0007415456513963673 - 0.0016702687989871914im
7.55459635257659e-5 + 0.00017009696386206113im
